Path,ClassId
00051\00902_00000.ppm,51
00035\02236_00000.ppm,35
00022\01268_00001.ppm,22
00019\02339_00002.ppm,19
00047\00073_00000.ppm,47
00032\02086_00001.ppm,32
00032\02039_00002.ppm,32
00061\00192_00001.ppm,61
00028\01726_00001.ppm,28
00041\01369_00000.ppm,41
00038\01356_00001.ppm,38
00022\01055_00001.ppm,22
00046\01021_00001.ppm,46
00047\01341_00000.ppm,47
00017\00845_00001.ppm,17
00060\01892_00001.ppm,60
00038\00653_00002.ppm,38
00061\01935_00002.ppm,61
00017\02596_00001.ppm,17
00061\01998_00001.ppm,61
00012\00263_00002.ppm,12
00047\00054_00000.ppm,47
00022\01683_00001.ppm,22
00005\02225_00001.ppm,5
00037\02627_00000.ppm,37
00059\01984_00000.ppm,59
00061\02023_00000.ppm,61
00043\01735_00000.ppm,43
00057\02014_00000.ppm,57
00039\00701_00002.ppm,39
00038\02160_00001.ppm,38
00042\00074_00001.ppm,42
00032\01244_00002.ppm,32
00032\02053_00002.ppm,32
00053\01154_00002.ppm,53
00013\01682_00001.ppm,13
00052\01128_00001.ppm,52
00040\00092_00002.ppm,40
00001\00881_00000.ppm,1
00034\01890_00001.ppm,34
00041\00085_00000.ppm,41
00032\01773_00002.ppm,32
00018\00117_00002.ppm,18
00023\00258_00002.ppm,23
00028\00663_00002.ppm,28
00018\01947_00002.ppm,18
00038\01315_00002.ppm,38
00038\02475_00001.ppm,38
00007\02392_00001.ppm,7
00032\00758_00001.ppm,32
00058\02409_00001.ppm,58
00019\00816_00000.ppm,19
00039\01425_00000.ppm,39
00032\02216_00001.ppm,32
00019\02491_00001.ppm,19
00056\00792_00001.ppm,56
00019\02015_00000.ppm,19
00018\00139_00002.ppm,18
00032\01986_00002.ppm,32
00023\00262_00001.ppm,23
00038\00733_00000.ppm,38
00061\00037_00000.ppm,61
00038\02476_00000.ppm,38
00044\01837_00002.ppm,44
00008\01663_00001.ppm,8
00032\02309_00000.ppm,32
00019\01604_00000.ppm,19
00022\00896_00002.ppm,22
00038\02156_00001.ppm,38
00017\02312_00001.ppm,17
00032\02096_00001.ppm,32
00039\01867_00002.ppm,39
00061\01805_00000.ppm,61
00061\00619_00002.ppm,61
00017\02109_00001.ppm,17
00007\00736_00000.ppm,7
00032\00377_00002.ppm,32
00061\00931_00002.ppm,61
00001\02220_00002.ppm,1
00032\01774_00001.ppm,32
00019\01891_00000.ppm,19
00056\01419_00000.ppm,56
00021\01162_00002.ppm,21
00018\02351_00000.ppm,18
00039\00640_00002.ppm,39
00028\02533_00001.ppm,28
00009\00285_00002.ppm,9
00023\00420_00000.ppm,23
00044\01856_00000.ppm,44
00035\02359_00002.ppm,35
00019\00942_00001.ppm,19
00022\01067_00001.ppm,22
00036\01285_00001.ppm,36
00038\00448_00000.ppm,38
00041\02256_00001.ppm,41
00031\02050_00000.ppm,31
00038\01847_00001.ppm,38
00061\01713_00000.ppm,61
00056\00890_00001.ppm,56
00022\01105_00002.ppm,22
00019\02591_00001.ppm,19
00035\01216_00001.ppm,35
00006\00215_00002.ppm,6
00007\00781_00002.ppm,7
00051\00248_00002.ppm,51
00007\00051_00000.ppm,7
00001\01988_00001.ppm,1
00054\00162_00000.ppm,54
00032\00049_00002.ppm,32
00038\02494_00000.ppm,38
00032\01818_00001.ppm,32
00041\00085_00001.ppm,41
00019\00608_00002.ppm,19
00017\02544_00001.ppm,17
00059\01586_00000.ppm,59
00061\02023_00001.ppm,61
00027\01594_00000.ppm,27
00001\00947_00001.ppm,1
00001\01114_00000.ppm,1
00032\02454_00002.ppm,32
00018\02048_00000.ppm,18
00044\01866_00000.ppm,44
00039\00515_00002.ppm,39
00047\00458_00000.ppm,47
00037\01346_00000.ppm,37
00038\02340_00000.ppm,38
00028\01456_00001.ppm,28
00038\00669_00001.ppm,38
00047\00175_00001.ppm,47
00045\00568_00002.ppm,45
00030\00382_00001.ppm,30
00039\01857_00001.ppm,39
00045\00318_00002.ppm,45
00013\00869_00000.ppm,13
00035\00360_00001.ppm,35
00054\00474_00002.ppm,54
00022\00891_00001.ppm,22
00040\00708_00002.ppm,40
00034\00565_00000.ppm,34
00061\01889_00000.ppm,61
00019\02308_00001.ppm,19
00041\00088_00001.ppm,41
00032\02011_00002.ppm,32
00058\00338_00002.ppm,58
00022\01149_00001.ppm,22
00007\00014_00002.ppm,7
00031\00272_00002.ppm,31
00000\01798_00000.ppm,0
00040\00731_00002.ppm,40
00018\02210_00002.ppm,18
00038\00005_00002.ppm,38
00038\00061_00002.ppm,38
00030\00714_00000.ppm,30
00031\02324_00000.ppm,31
00017\02571_00000.ppm,17
00032\01820_00001.ppm,32
00048\00091_00001.ppm,48
00039\00544_00001.ppm,39
00032\00124_00000.ppm,32
00039\01273_00001.ppm,39
00038\00655_00000.ppm,38
00040\00460_00000.ppm,40
00007\01888_00001.ppm,7
00035\02638_00001.ppm,35
00027\00335_00002.ppm,27
00040\00853_00000.ppm,40
00010\00249_00002.ppm,10
00035\01324_00000.ppm,35
00061\00050_00000.ppm,61
00040\01027_00000.ppm,40
00007\01061_00002.ppm,7
00040\01468_00002.ppm,40
00038\01684_00000.ppm,38
00039\01889_00000.ppm,39
00044\00289_00000.ppm,44
00029\00376_00001.ppm,29
00038\00046_00002.ppm,38
00038\00686_00002.ppm,38
00019\01962_00002.ppm,19
00061\02258_00000.ppm,61
00018\02489_00000.ppm,18
00039\01862_00001.ppm,39
00027\00328_00002.ppm,27
00051\01132_00001.ppm,51
00040\00993_00000.ppm,40
00019\00006_00002.ppm,19
00061\01002_00002.ppm,61
00039\00953_00001.ppm,39
00001\01585_00002.ppm,1
00018\02493_00002.ppm,18
00039\02046_00001.ppm,39
00053\01641_00000.ppm,53
00045\00080_00000.ppm,45
00028\01675_00002.ppm,28
00019\01317_00002.ppm,19
00061\00611_00001.ppm,61
00020\01836_00000.ppm,20
00007\01081_00001.ppm,7
00021\00376_00000.ppm,21
00019\00816_00003.ppm,19
00032\02570_00000.ppm,32
00035\01677_00002.ppm,35
00047\01307_00001.ppm,47
00032\00553_00001.ppm,32
00032\01915_00001.ppm,32
00017\02439_00000.ppm,17
00037\01354_00002.ppm,37
00019\02068_00000.ppm,19
00034\01214_00000.ppm,34
00038\00395_00002.ppm,38
00024\01490_00001.ppm,24
00061\02025_00000.ppm,61
00053\00101_00002.ppm,53
00013\02381_00002.ppm,13
00053\01463_00001.ppm,53
00039\01098_00002.ppm,39
00054\00593_00002.ppm,54
00041\01144_00002.ppm,41
00001\02220_00000.ppm,1
00038\02162_00002.ppm,38
00023\00785_00001.ppm,23
00038\02282_00000.ppm,38
00044\00289_00001.ppm,44
00038\01382_00000.ppm,38
00014\00448_00002.ppm,14
00038\00134_00002.ppm,38
00032\02071_00000.ppm,32
00050\00824_00001.ppm,50
00047\01694_00000.ppm,47
00032\02595_00000.ppm,32
00002\01503_00000.ppm,2
00028\01308_00001.ppm,28
00032\02297_00002.ppm,32
00018\00009_00000.ppm,18
00040\01792_00001.ppm,40
00038\00111_00000.ppm,38
00038\02329_00000.ppm,38
00013\02364_00000.ppm,13
00039\01425_00002.ppm,39
00035\02088_00000.ppm,35
00001\00468_00001.ppm,1
00007\01077_00000.ppm,7
00017\02445_00002.ppm,17
00045\01432_00000.ppm,45
00032\00080_00001.ppm,32
00034\00561_00001.ppm,34
00001\01991_00000.ppm,1
00047\00498_00002.ppm,47
00061\00032_00002.ppm,61
00041\01376_00002.ppm,41
00057\00590_00001.ppm,57
00022\00956_00002.ppm,22
00032\01766_00001.ppm,32
00032\00001_00002.ppm,32
00040\01435_00001.ppm,40
00018\02429_00002.ppm,18
00047\00043_00001.ppm,47
00007\01700_00000.ppm,7
00021\01992_00001.ppm,21
00032\00562_00001.ppm,32
00039\00651_00000.ppm,39
00032\02044_00000.ppm,32
00038\02358_00000.ppm,38
00061\00060_00000.ppm,61
00028\02532_00001.ppm,28
00038\00262_00002.ppm,38
00029\01693_00001.ppm,29
00061\01111_00001.ppm,61
00028\01308_00002.ppm,28
00029\01365_00000.ppm,29
00037\02627_00002.ppm,37
00007\00408_00002.ppm,7
00040\00030_00001.ppm,40
00038\01034_00002.ppm,38
00045\00570_00001.ppm,45
00028\01708_00002.ppm,28
00039\00940_00000.ppm,39
00045\01637_00001.ppm,45
00018\02194_00001.ppm,18
00010\02116_00002.ppm,10
00053\01120_00002.ppm,53
00045\00133_00000.ppm,45
00032\02642_00002.ppm,32
00022\01421_00002.ppm,22
00032\02047_00000.ppm,32
00061\00930_00000.ppm,61
00019\01895_00001.ppm,19
00031\02455_00001.ppm,31
00035\01216_00002.ppm,35
00039\00291_00002.ppm,39
00037\00808_00000.ppm,37
00041\01301_00000.ppm,41
00007\00128_00002.ppm,7
00047\01366_00001.ppm,47
00035\02349_00001.ppm,35
00032\02303_00001.ppm,32
00017\00188_00000.ppm,17
00001\00414_00002.ppm,1
00017\01977_00001.ppm,17
00018\00008_00002.ppm,18
00035\02263_00002.ppm,35
00019\02062_00001.ppm,19
00045\00321_00002.ppm,45
00042\01730_00001.ppm,42
00022\00534_00002.ppm,22
00019\02609_00002.ppm,19
00057\00790_00002.ppm,57
00035\01711_00001.ppm,35
00056\00791_00001.ppm,56
00017\00148_00002.ppm,17
00019\01604_00001.ppm,19
00053\01492_00002.ppm,53
00035\01299_00000.ppm,35
00045\01392_00002.ppm,45
00038\00796_00001.ppm,38
00045\00400_00001.ppm,45
00047\00450_00001.ppm,47
00019\00916_00000.ppm,19
00038\01461_00001.ppm,38
00047\00491_00000.ppm,47
00017\01724_00002.ppm,17
00001\00424_00000.ppm,1
00038\01461_00002.ppm,38
00040\00102_00000.ppm,40
00038\00667_00000.ppm,38
00037\01319_00000.ppm,37
00001\00801_00001.ppm,1
00061\01894_00002.ppm,61
00035\02344_00000.ppm,35
00031\00275_00002.ppm,31
00014\00408_00002.ppm,14
00038\00655_00002.ppm,38
00007\02074_00000.ppm,7
00061\01702_00001.ppm,61
00001\01584_00002.ppm,1
00032\01108_00000.ppm,32
00025\00699_00002.ppm,25
00032\01238_00002.ppm,32
00016\00444_00002.ppm,16
00035\00722_00001.ppm,35
00022\01171_00002.ppm,22
00031\02180_00000.ppm,31
00021\00715_00001.ppm,21
00040\00730_00003.ppm,40
00053\02394_00001.ppm,53
00022\01168_00000.ppm,22
00038\01853_00002.ppm,38
00032\02426_00001.ppm,32
00038\00048_00001.ppm,38
00038\01457_00002.ppm,38
00031\00588_00001.ppm,31
00032\01012_00002.ppm,32
00054\00007_00000.ppm,54
00055\00191_00001.ppm,55
00057\00407_00001.ppm,57
00017\02337_00000.ppm,17
00053\00886_00000.ppm,53
00039\02617_00000.ppm,39
00057\00472_00002.ppm,57
00022\00702_00001.ppm,22
00018\00401_00000.ppm,18
00007\00617_00001.ppm,7
00041\00124_00002.ppm,41
00035\02616_00002.ppm,35
00038\01230_00001.ppm,38
00017\02602_00000.ppm,17
00030\00811_00001.ppm,30
00038\00751_00000.ppm,38
00040\00452_00002.ppm,40
00007\01426_00000.ppm,7
00035\02098_00002.ppm,35
00019\01895_00000.ppm,19
00038\00392_00001.ppm,38
00038\00251_00000.ppm,38
00047\00041_00001.ppm,47
00055\00276_00002.ppm,55
00059\00948_00002.ppm,59
00015\00709_00000.ppm,15
00054\00766_00001.ppm,54
00013\00880_00001.ppm,13
00017\00260_00001.ppm,17
00032\01998_00001.ppm,32
00019\02591_00000.ppm,19
00040\01483_00001.ppm,40
00028\01690_00000.ppm,28
00018\02489_00001.ppm,18
00053\00367_00000.ppm,53
00021\02380_00002.ppm,21
00041\00991_00002.ppm,41
00056\00788_00000.ppm,56
00001\00877_00000.ppm,1
00022\02396_00002.ppm,22
00038\00861_00002.ppm,38
00058\02409_00000.ppm,58
00013\00433_00001.ppm,13
00032\01526_00001.ppm,32
00040\01412_00000.ppm,40
00056\02080_00001.ppm,56
00038\00357_00000.ppm,38
00032\01842_00000.ppm,32
00032\00562_00002.ppm,32
00038\02494_00001.ppm,38
00032\01958_00001.ppm,32
00061\01102_00002.ppm,61
00022\01268_00000.ppm,22
00041\01449_00000.ppm,41
00022\01065_00001.ppm,22
00027\00330_00000.ppm,27
00039\01038_00002.ppm,39
00061\01536_00001.ppm,61
00040\00730_00000.ppm,40
00022\00115_00002.ppm,22
00043\00071_00000.ppm,43
00061\00060_00002.ppm,61
00040\00731_00001.ppm,40
00038\02322_00001.ppm,38
00057\02615_00000.ppm,57
00019\02006_00002.ppm,19
00014\02479_00001.ppm,14
00044\00234_00000.ppm,44
00026\00246_00001.ppm,26
00022\01168_00002.ppm,22
00035\02663_00001.ppm,35
00001\01987_00000.ppm,1
00039\00648_00001.ppm,39
00034\01260_00001.ppm,34
00040\01566_00000.ppm,40
00038\02282_00001.ppm,38
00018\02503_00000.ppm,18
00032\02661_00001.ppm,32
00022\01140_00000.ppm,22
00038\02297_00000.ppm,38
00001\00877_00001.ppm,1
00031\02578_00002.ppm,31
00056\00140_00001.ppm,56
00054\00607_00001.ppm,54
00038\00800_00001.ppm,38
00047\01358_00002.ppm,47
00034\01643_00001.ppm,34
00053\01147_00001.ppm,53
00044\00161_00000.ppm,44
00019\00963_00002.ppm,19
00022\00895_00000.ppm,22
00018\02196_00002.ppm,18
00054\00624_00001.ppm,54
00043\01735_00002.ppm,43
00061\01930_00000.ppm,61
00022\00907_00001.ppm,22
00019\01355_00001.ppm,19
00057\00771_00002.ppm,57
00039\00934_00002.ppm,39
00032\02028_00002.ppm,32
00022\00293_00000.ppm,22
00032\02287_00000.ppm,32
00029\00117_00001.ppm,29
00042\00875_00002.ppm,42
00032\01994_00000.ppm,32
00032\02291_00001.ppm,32
00040\01697_00002.ppm,40
00025\01175_00000.ppm,25
00023\00465_00002.ppm,23
00038\01208_00001.ppm,38
00038\00587_00002.ppm,38
00038\00027_00000.ppm,38
00032\01013_00000.ppm,32
00040\00405_00001.ppm,40
00019\00122_00002.ppm,19
00040\00730_00002.ppm,40
00046\01021_00002.ppm,46
00056\02415_00000.ppm,56
00044\02106_00000.ppm,44
00005\02225_00002.ppm,5
00019\01377_00001.ppm,19
00008\01016_00001.ppm,8
00013\00307_00002.ppm,13
00018\02383_00000.ppm,18
00061\01911_00001.ppm,61
00038\00004_00000.ppm,38
00010\02186_00002.ppm,10
00021\00148_00001.ppm,21
00038\00693_00002.ppm,38
00022\01644_00001.ppm,22
00031\00050_00001.ppm,31
00032\02086_00002.ppm,32
00047\01731_00000.ppm,47
00021\00684_00000.ppm,21
00039\01870_00002.ppm,39
00037\00974_00000.ppm,37
00010\02116_00000.ppm,10
00056\00151_00001.ppm,56
00040\00863_00001.ppm,40
00054\02237_00000.ppm,54
00038\02358_00002.ppm,38
00032\00124_00001.ppm,32
00039\01261_00000.ppm,39
00018\00104_00001.ppm,18
00032\01956_00000.ppm,32
00035\02350_00001.ppm,35
00032\01995_00001.ppm,32
00019\02279_00002.ppm,19
00039\01242_00002.ppm,39
00042\01582_00002.ppm,42
00040\01819_00000.ppm,40
00001\00136_00002.ppm,1
00061\01994_00002.ppm,61
00042\00109_00001.ppm,42
00020\01968_00002.ppm,20
00032\02421_00001.ppm,32
00004\02567_00002.ppm,4
00019\00980_00002.ppm,19
00053\01182_00002.ppm,53
00007\00689_00003.ppm,7
00061\01935_00000.ppm,61
00045\00416_00001.ppm,45
00007\02342_00000.ppm,7
00013\00202_00001.ppm,13
00054\01353_00000.ppm,54
00019\00923_00001.ppm,19
00054\00593_00001.ppm,54
00024\00587_00000.ppm,24
00018\01085_00002.ppm,18
00017\01975_00000.ppm,17
00007\00120_00000.ppm,7
00030\00086_00001.ppm,30
00040\01443_00000.ppm,40
00021\00546_00001.ppm,21
00025\01166_00001.ppm,25
00022\00713_00000.ppm,22
00022\00843_00000.ppm,22
00032\02422_00002.ppm,32
00022\01696_00002.ppm,22
00056\00303_00000.ppm,56
00061\00927_00000.ppm,61
00001\00398_00002.ppm,1
00016\02563_00001.ppm,16
00022\00892_00000.ppm,22
00018\02169_00000.ppm,18
00031\01716_00000.ppm,31
00028\01035_00002.ppm,28
